name,register_url,info_url,platform,dates,ages,price,kind,source_url
Lower Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=50801450&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=50801450&Module=AR,webtrac,07/27/2026 -07/31/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?module=AR&type=CAMP
Lower Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=50801476&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=50801476&Module=AR,webtrac,08/03/2026 -08/07/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?module=AR&type=CAMP
Lower Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=50801502&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=50801502&Module=AR,webtrac,08/10/2026 -08/14/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?module=AR&type=CAMP
Lower Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=50801528&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=50801528&Module=AR,webtrac,08/17/2026 -08/21/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?module=AR&type=CAMP
Lower Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=50801695&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=50801695&Module=AR,webtrac,08/24/2026 -08/28/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?module=AR&type=CAMP
Upper Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=50943855&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=50943855&Module=AR,webtrac,06/24/2026 -06/26/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?module=AR&type=CAMP
Upper Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=50943823&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=50943823&Module=AR,webtrac,06/29/2026 -07/02/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?module=AR&type=CAMP
Upper Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=50943613&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=50943613&Module=AR,webtrac,07/06/2026 -07/10/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?module=AR&type=CAMP
Upper Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=50943643&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=50943643&Module=AR,webtrac,07/13/2026 -07/17/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?module=AR&type=CAMP
Upper Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=50943673&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=50943673&Module=AR,webtrac,07/20/2026 -07/24/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?module=AR&type=CAMP
Upper Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=50943703&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=50943703&Module=AR,webtrac,07/27/2026 -07/31/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?module=AR&type=CAMP
Upper Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=50943733&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=50943733&Module=AR,webtrac,08/03/2026 -08/07/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?module=AR&type=CAMP
Upper Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=50943763&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=50943763&Module=AR,webtrac,08/10/2026 -08/14/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?module=AR&type=CAMP
Upper Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=50943793&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=50943793&Module=AR,webtrac,08/17/2026 -08/21/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?module=AR&type=CAMP
Upper Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=50943937&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=50943937&Module=AR,webtrac,08/24/2026 -08/28/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?module=AR&type=CAMP
Musical Theater Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51015318&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51015318&Module=AR,webtrac,07/20/2026 -07/24/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?Action=Start&SubAction=&_csrf_token=da0X076U0J031V331V312F4K5T435F586Y024P5K5C036I5Z6L4V195R4V4I59096S4V6O571N5T455858725N4S6Q4E1I5N4K6P6G085X4S5Z58025G4I6M566F5V6051&arwebsearch_buttonsearch=yes&beginmonth=&category=Specialty+Camps&display=detail&keyword=&module=AR&multiselectlist_value=&primarycode=&season=&showwithavailable=No
Dance Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51015478&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51015478&Module=AR,webtrac,07/27/2026 -07/31/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?Action=Start&SubAction=&_csrf_token=da0X076U0J031V331V312F4K5T435F586Y024P5K5C036I5Z6L4V195R4V4I59096S4V6O571N5T455858725N4S6Q4E1I5N4K6P6G085X4S5Z58025G4I6M566F5V6051&arwebsearch_buttonsearch=yes&beginmonth=&category=Specialty+Camps&display=detail&keyword=&module=AR&multiselectlist_value=&primarycode=&season=&showwithavailable=No
AcroDance Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51015264&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51015264&Module=AR,webtrac,08/10/2026 -08/14/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?Action=Start&SubAction=&_csrf_token=da0X076U0J031V331V312F4K5T435F586Y024P5K5C036I5Z6L4V195R4V4I59096S4V6O571N5T455858725N4S6Q4E1I5N4K6P6G085X4S5Z58025G4I6M566F5V6051&arwebsearch_buttonsearch=yes&beginmonth=&category=Specialty+Camps&display=detail&keyword=&module=AR&multiselectlist_value=&primarycode=&season=&showwithavailable=No
AcroDance Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51015484&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51015484&Module=AR,webtrac,08/17/2026 -08/21/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?Action=Start&SubAction=&_csrf_token=da0X076U0J031V331V312F4K5T435F586Y024P5K5C036I5Z6L4V195R4V4I59096S4V6O571N5T455858725N4S6Q4E1I5N4K6P6G085X4S5Z58025G4I6M566F5V6051&arwebsearch_buttonsearch=yes&beginmonth=&category=Specialty+Camps&display=detail&keyword=&module=AR&multiselectlist_value=&primarycode=&season=&showwithavailable=No
Cooking Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51014996&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51014996&Module=AR,webtrac,06/24/2026 -06/26/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?Action=Start&SubAction=&_csrf_token=da0X076U0J031V331V312F4K5T435F586Y024P5K5C036I5Z6L4V195R4V4I59096S4V6O571N5T455858725N4S6Q4E1I5N4K6P6G085X4S5Z58025G4I6M566F5V6051&arwebsearch_buttonsearch=yes&beginmonth=&category=Specialty+Camps&display=detail&keyword=&module=AR&multiselectlist_value=&primarycode=&season=&showwithavailable=No
Cooking Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51014969&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51014969&Module=AR,webtrac,07/06/2026 -07/10/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?Action=Start&SubAction=&_csrf_token=da0X076U0J031V331V312F4K5T435F586Y024P5K5C036I5Z6L4V195R4V4I59096S4V6O571N5T455858725N4S6Q4E1I5N4K6P6G085X4S5Z58025G4I6M566F5V6051&arwebsearch_buttonsearch=yes&beginmonth=&category=Specialty+Camps&display=detail&keyword=&module=AR&multiselectlist_value=&primarycode=&season=&showwithavailable=No
Cooking Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51014861&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51014861&Module=AR,webtrac,07/13/2026 -07/17/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?Action=Start&SubAction=&_csrf_token=da0X076U0J031V331V312F4K5T435F586Y024P5K5C036I5Z6L4V195R4V4I59096S4V6O571N5T455858725N4S6Q4E1I5N4K6P6G085X4S5Z58025G4I6M566F5V6051&arwebsearch_buttonsearch=yes&beginmonth=&category=Specialty+Camps&display=detail&keyword=&module=AR&multiselectlist_value=&primarycode=&season=&showwithavailable=No
Cooking Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51014942&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51014942&Module=AR,webtrac,08/03/2026 -08/07/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?Action=Start&SubAction=&_csrf_token=da0X076U0J031V331V312F4K5T435F586Y024P5K5C036I5Z6L4V195R4V4I59096S4V6O571N5T455858725N4S6Q4E1I5N4K6P6G085X4S5Z58025G4I6M566F5V6051&arwebsearch_buttonsearch=yes&beginmonth=&category=Specialty+Camps&display=detail&keyword=&module=AR&multiselectlist_value=&primarycode=&season=&showwithavailable=No
Cooking Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51015111&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51015111&Module=AR,webtrac,08/10/2026 -08/14/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?Action=Start&SubAction=&_csrf_token=da0X076U0J031V331V312F4K5T435F586Y024P5K5C036I5Z6L4V195R4V4I59096S4V6O571N5T455858725N4S6Q4E1I5N4K6P6G085X4S5Z58025G4I6M566F5V6051&arwebsearch_buttonsearch=yes&beginmonth=&category=Specialty+Camps&display=detail&keyword=&module=AR&multiselectlist_value=&primarycode=&season=&showwithavailable=No
Art Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51013777&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51013777&Module=AR,webtrac,06/29/2026 -07/02/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?Action=Start&SubAction=&_csrf_token=da0X076U0J031V331V312F4K5T435F586Y024P5K5C036I5Z6L4V195R4V4I59096S4V6O571N5T455858725N4S6Q4E1I5N4K6P6G085X4S5Z58025G4I6M566F5V6051&arwebsearch_buttonsearch=yes&beginmonth=&category=Specialty+Camps&display=detail&keyword=&module=AR&multiselectlist_value=&primarycode=&season=&showwithavailable=No
Art Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51013539&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51013539&Module=AR,webtrac,07/06/2026 -07/10/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?Action=Start&SubAction=&_csrf_token=da0X076U0J031V331V312F4K5T435F586Y024P5K5C036I5Z6L4V195R4V4I59096S4V6O571N5T455858725N4S6Q4E1I5N4K6P6G085X4S5Z58025G4I6M566F5V6051&arwebsearch_buttonsearch=yes&beginmonth=&category=Specialty+Camps&display=detail&keyword=&module=AR&multiselectlist_value=&primarycode=&season=&showwithavailable=No
Art Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51013566&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51013566&Module=AR,webtrac,07/13/2026 -07/17/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?Action=Start&SubAction=&_csrf_token=da0X076U0J031V331V312F4K5T435F586Y024P5K5C036I5Z6L4V195R4V4I59096S4V6O571N5T455858725N4S6Q4E1I5N4K6P6G085X4S5Z58025G4I6M566F5V6051&arwebsearch_buttonsearch=yes&beginmonth=&category=Specialty+Camps&display=detail&keyword=&module=AR&multiselectlist_value=&primarycode=&season=&showwithavailable=No
Art Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51013649&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51013649&Module=AR,webtrac,08/03/2026 -08/07/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?Action=Start&SubAction=&_csrf_token=da0X076U0J031V331V312F4K5T435F586Y024P5K5C036I5Z6L4V195R4V4I59096S4V6O571N5T455858725N4S6Q4E1I5N4K6P6G085X4S5Z58025G4I6M566F5V6051&arwebsearch_buttonsearch=yes&beginmonth=&category=Specialty+Camps&display=detail&keyword=&module=AR&multiselectlist_value=&primarycode=&season=&showwithavailable=No
Art Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51013678&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51013678&Module=AR,webtrac,08/10/2026 -08/14/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?Action=Start&SubAction=&_csrf_token=da0X076U0J031V331V312F4K5T435F586Y024P5K5C036I5Z6L4V195R4V4I59096S4V6O571N5T455858725N4S6Q4E1I5N4K6P6G085X4S5Z58025G4I6M566F5V6051&arwebsearch_buttonsearch=yes&beginmonth=&category=Specialty+Camps&display=detail&keyword=&module=AR&multiselectlist_value=&primarycode=&season=&showwithavailable=No
Sports Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51014256&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51014256&Module=AR,webtrac,07/20/2026 -07/24/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?Action=Start&SubAction=&_csrf_token=da0X076U0J031V331V312F4K5T435F586Y024P5K5C036I5Z6L4V195R4V4I59096S4V6O571N5T455858725N4S6Q4E1I5N4K6P6G085X4S5Z58025G4I6M566F5V6051&arwebsearch_buttonsearch=yes&beginmonth=&category=Specialty+Camps&display=detail&keyword=&module=AR&multiselectlist_value=&primarycode=&season=&showwithavailable=No
Sports Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51014337&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51014337&Module=AR,webtrac,07/27/2026 -07/31/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?Action=Start&SubAction=&_csrf_token=da0X076U0J031V331V312F4K5T435F586Y024P5K5C036I5Z6L4V195R4V4I59096S4V6O571N5T455858725N4S6Q4E1I5N4K6P6G085X4S5Z58025G4I6M566F5V6051&arwebsearch_buttonsearch=yes&beginmonth=&category=Specialty+Camps&display=detail&keyword=&module=AR&multiselectlist_value=&primarycode=&season=&showwithavailable=No
Sports Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51014439&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51014439&Module=AR,webtrac,08/17/2026 -08/21/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?Action=Start&SubAction=&_csrf_token=da0X076U0J031V331V312F4K5T435F586Y024P5K5C036I5Z6L4V195R4V4I59096S4V6O571N5T455858725N4S6Q4E1I5N4K6P6G085X4S5Z58025G4I6M566F5V6051&arwebsearch_buttonsearch=yes&beginmonth=&category=Specialty+Camps&display=detail&keyword=&module=AR&multiselectlist_value=&primarycode=&season=&showwithavailable=No
Swim Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51015647&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51015647&Module=AR,webtrac,06/29/2026 -07/02/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?Action=Start&SubAction=&_csrf_token=da0X076U0J031V331V312F4K5T435F586Y024P5K5C036I5Z6L4V195R4V4I59096S4V6O571N5T455858725N4S6Q4E1I5N4K6P6G085X4S5Z58025G4I6M566F5V6051&arwebsearch_buttonsearch=yes&beginmonth=&category=Specialty+Camps&display=detail&keyword=&module=AR&multiselectlist_value=&primarycode=&season=&showwithavailable=No
Basketball Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51015745&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51015745&Module=AR,webtrac,06/29/2026 -07/02/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?Action=Start&SubAction=&_csrf_token=da0X076U0J031V331V312F4K5T435F586Y024P5K5C036I5Z6L4V195R4V4I59096S4V6O571N5T455858725N4S6Q4E1I5N4K6P6G085X4S5Z58025G4I6M566F5V6051&arwebsearch_buttonsearch=yes&beginmonth=&category=Specialty+Camps&display=detail&keyword=&module=AR&multiselectlist_value=&primarycode=&season=&showwithavailable=No
Basketball Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51056381&Module=AR,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51056381&Module=AR,webtrac,08/24/2026 -08/28/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?Action=Start&SubAction=&_csrf_token=da0X076U0J031V331V312F4K5T435F586Y024P5K5C036I5Z6L4V195R4V4I59096S4V6O571N5T455858725N4S6Q4E1I5N4K6P6G085X4S5Z58025G4I6M566F5V6051&arwebsearch_buttonsearch=yes&beginmonth=&category=Specialty+Camps&display=detail&keyword=&module=AR&multiselectlist_value=&primarycode=&season=&showwithavailable=No
Summer Fun Adventure Club (August 3 - August 7),https://lexingtoncommunityed.org/lexplorations/class/summer-fun-adventure-club-august-3-august-7,https://lexingtoncommunityed.org/lexplorations/class/summer-fun-adventure-club-august-3-august-7,community_ed,August 3,,,session,https://lexingtoncommunityed.org/lexplorations
A Swiftie Summer (August 3 - August 7),https://lexingtoncommunityed.org/lexplorations/class/a-swiftie-summer-august-3-august-7,https://lexingtoncommunityed.org/lexplorations/class/a-swiftie-summer-august-3-august-7,community_ed,August 3,,,session,https://lexingtoncommunityed.org/lexplorations
