name,register_url,platform,dates,ages,price,kind,source_url
Art Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51013678&Module=AR,webtrac,08/10/2026 -08/14/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?Action=Start&SubAction=&_csrf_token=da0X076U0J031V331V312F4K5T435F586Y024P5K5C036I5Z6L4V195R4V4I59096S4V6O571N5T455858725N4S6Q4E1I5N4K6P6G085X4S5Z58025G4I6M566F5V6051&arwebsearch_buttonsearch=yes&beginmonth=&category=Specialty+Camps&display=detail&keyword=&module=AR&multiselectlist_value=&primarycode=&season=&showwithavailable=No
Sports Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51014256&Module=AR,webtrac,07/20/2026 -07/24/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?Action=Start&SubAction=&_csrf_token=da0X076U0J031V331V312F4K5T435F586Y024P5K5C036I5Z6L4V195R4V4I59096S4V6O571N5T455858725N4S6Q4E1I5N4K6P6G085X4S5Z58025G4I6M566F5V6051&arwebsearch_buttonsearch=yes&beginmonth=&category=Specialty+Camps&display=detail&keyword=&module=AR&multiselectlist_value=&primarycode=&season=&showwithavailable=No
Sports Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51014337&Module=AR,webtrac,07/27/2026 -07/31/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?Action=Start&SubAction=&_csrf_token=da0X076U0J031V331V312F4K5T435F586Y024P5K5C036I5Z6L4V195R4V4I59096S4V6O571N5T455858725N4S6Q4E1I5N4K6P6G085X4S5Z58025G4I6M566F5V6051&arwebsearch_buttonsearch=yes&beginmonth=&category=Specialty+Camps&display=detail&keyword=&module=AR&multiselectlist_value=&primarycode=&season=&showwithavailable=No
Sports Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51014439&Module=AR,webtrac,08/17/2026 -08/21/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?Action=Start&SubAction=&_csrf_token=da0X076U0J031V331V312F4K5T435F586Y024P5K5C036I5Z6L4V195R4V4I59096S4V6O571N5T455858725N4S6Q4E1I5N4K6P6G085X4S5Z58025G4I6M566F5V6051&arwebsearch_buttonsearch=yes&beginmonth=&category=Specialty+Camps&display=detail&keyword=&module=AR&multiselectlist_value=&primarycode=&season=&showwithavailable=No
Swim Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51015647&Module=AR,webtrac,06/29/2026 -07/02/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?Action=Start&SubAction=&_csrf_token=da0X076U0J031V331V312F4K5T435F586Y024P5K5C036I5Z6L4V195R4V4I59096S4V6O571N5T455858725N4S6Q4E1I5N4K6P6G085X4S5Z58025G4I6M566F5V6051&arwebsearch_buttonsearch=yes&beginmonth=&category=Specialty+Camps&display=detail&keyword=&module=AR&multiselectlist_value=&primarycode=&season=&showwithavailable=No
Basketball Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51015745&Module=AR,webtrac,06/29/2026 -07/02/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?Action=Start&SubAction=&_csrf_token=da0X076U0J031V331V312F4K5T435F586Y024P5K5C036I5Z6L4V195R4V4I59096S4V6O571N5T455858725N4S6Q4E1I5N4K6P6G085X4S5Z58025G4I6M566F5V6051&arwebsearch_buttonsearch=yes&beginmonth=&category=Specialty+Camps&display=detail&keyword=&module=AR&multiselectlist_value=&primarycode=&season=&showwithavailable=No
Basketball Camp,https://majwhaydenweb.myvscloud.com/webtrac/web/iteminfo.html?FMID=51056381&Module=AR,webtrac,08/24/2026 -08/28/2026,,,session,https://majwhaydenweb.myvscloud.com/webtrac/web/search.html?Action=Start&SubAction=&_csrf_token=da0X076U0J031V331V312F4K5T435F586Y024P5K5C036I5Z6L4V195R4V4I59096S4V6O571N5T455858725N4S6Q4E1I5N4K6P6G085X4S5Z58025G4I6M566F5V6051&arwebsearch_buttonsearch=yes&beginmonth=&category=Specialty+Camps&display=detail&keyword=&module=AR&multiselectlist_value=&primarycode=&season=&showwithavailable=No
Summer Fun Adventure Club (August 3 - August 7),https://lexingtoncommunityed.org/lexplorations/class/summer-fun-adventure-club-august-3-august-7,community_ed,August 3,,,session,https://lexingtoncommunityed.org/lexplorations/
A Swiftie Summer (August 3 - August 7),https://lexingtoncommunityed.org/lexplorations/class/a-swiftie-summer-august-3-august-7,community_ed,August 3,,,session,https://lexingtoncommunityed.org/lexplorations/
Waldorf Arts & Crafts Camp,https://thewaldorfschool.org/waldorf100,llm,,"[3, '11']",,portal,https://thewaldorfschool.org/summer
Waldorf Forest School Camp,https://thewaldorfschool.org/forest-school,llm,,"[3, '5']",,portal,https://thewaldorfschool.org/summer
Summer's Edge Day Camp,https://summersedgedaycamp.com/our-programs/all-day-camp,llm,June 17 - August 31,"[4, 14]",,portal,https://summersedgedaycamp.com/
Munroe Center CAMP Teen Opportunities,https://munroecenter.org/camp.html,llm,"June 15 - August 13, 2026",9-17,,portal,https://munroecenter.org/summer-camp.html
Munroe Center Stage,https://munroecenter.org/munroe-center-stage.html,llm,"July 10 - August 27, 2026",,,portal,https://munroecenter.org/summer-camp.html
BikewayBlockParty,https://munroecenter.org/bikewayblockparty.html,llm,"August 20-28, 2024",,,portal,https://munroecenter.org/summer-camp.html
HorseSculpture,https://munroecenter.org/horsesculpture.html,llm,"June 15 - July 31, 2024",,,portal,https://munroecenter.org/summer-camp.html
HNS Summer,https://hancocknurseryschool.org/hns-highlights,llm,7/13-7/17,"[3, 5]",,portal,https://hancocknurseryschool.org/hns-summer
Aspire Summer Camp,https://massgeneral.org/children/aspire,llm,June 15 - August 14,6-12,,portal,https://massgeneral.org/children/aspire/apply
Dawn Song Summer Bird Walk,https://massaudubon.org/programs/drumlin-farm/103413-dawn-song-summer-bird-walk,llm,"Tuesday, July 7 6:00-8:00am",,,portal,https://massaudubon.org/places-to-explore/wildlife-sanctuaries/drumlin-farm/programs-activities/birds-birding
The Birds Next Door: Meet Your Backyard Birds,https://massaudubon.org/programs/drumlin-farm/103409-the-birds-next-door-meet-your-backyard-birds,llm,"Saturday, August 29 10:00-11:30am",,,portal,https://massaudubon.org/places-to-explore/wildlife-sanctuaries/drumlin-farm/programs-activities/birds-birding
